ticker,name,exchange,category name,country,,,
TVRB.PA,Téléverbier SA,PAR,Resorts & Casinos,France,,,
MLTRC.PA,Laboratoire les 3 Chênes,PAR,Personal Products,France,,,
LTEC.F,Logitech International S.A.,FRA,Computer Based Systems,France,,,
LO3.F,Lonza Group Ltd,FRA,Medical Laboratories & Research,France,,,
CHSR.PA,Chausseria,PAR,Textile - Apparel Footwear & Accessories,France,,,
OBH.F,OC Oerlikon Corporation AG,FRA,Diversified Machinery,France,,,
DCH1.F,The Dow Chemical Company,FRA,Chemicals - Major Diversified,France,,,
MLFIR.PA,FirstCaution SA,PAR,Insurance Brokers,France,,,
CHAU.PA,Compagnie Parisienne de Chauffage Urbain,PAR,Water Utilities,France,,,
SUL1.F,Sulzer Ltd,FRA,Diversified Machinery,France,,,
HLG.F,Highlight Communications AG,FRA,Entertainment - Diversified,France,,,
LSPP.F,LINDT SPRUENGLI PS SF 10,FRA,Confectioners,France,,,
MT4.F,Matador Private Equity AG,FRA,Asset Management,France,,,
CSX.F,Credit Suisse Group AG,FRA,Money Center Banks,France,,,
O5H.F,OpenLimit Holding AG,FRA,Business Software & Services,France,,,
SVJ.F,Syngenta AG,FRA,Agricultural Chemicals,France,,,
GYC.F,Grand City Properties S.A.,FRA,Property Management,France,,,
MLMAT.PA,Simat,PAR,Air Delivery & Freight Services,France,,,
MLCIO.PA,Groupe CIOA,PAR,Conglomerates,France,,,
VIL.PA,VIEL & Cie,PAR,Investment Brokerage - National,France,,,
LTAN.PA,Le Tanneur & Cie,PAR,Textile - Apparel Footwear & Accessories,France,,,
CJ6.F,Cameco Corporation,FRA,Industrial Metals & Minerals,France,,,
CLRN.F,Clariant AG,FRA,Specialty Chemicals,France,,,
PC6.F,PetroChina Company Limited,FRA,Major Integrated Oil & Gas,France,,,
CHL.F,China Life Insurance Company Limited,FRA,Life Insurance,France,,,
CPA.F,Colgate-Palmolive Company,FRA,Personal Products,France,,,
O5G.F,CPI Property Group S.A.,FRA,Property Management,France,,,
SZ1.F,SUEZ SA,FRA,Water Utilities,France,,,
MLFCI.PA,Financière Croissance Investissement SA,PAR,Recreational Goods, Other,France,,,
CRI.PA,Chargeurs S.A.,PAR,Textile Industrial,France,,,
MLCTA.PA,CTA Holdings,PAR,Diversified Machinery,France,,,
CTM.F,China Mobile Limited,FRA,Wireless Communications,France,,,
CTAA.F,Capita plc,FRA,Business Services,France,,,
EVD.F,CTS Eventim AG & Co. KGaA,FRA,Entertainment - Diversified,France,,,
CTRG.PA,Catering International & Services Société Anonyme,PAR,Business Services,France,,,
CUR.F,Curasan AG,FRA,Biotechnology,France,,,
CVC1.F,Carnival Corporation,FRA,Recreational Goods, Other,France,,,
T5O.F,CytoTools AG,FRA,Asset Management,France,,,
DAI.F,Daimler AG,FRA,Auto Manufacturers - Major,France,,,
IMDA.PA,Immobiliere Dassault SA,PAR,REIT - Diversified,France,,,
DAR.F,DATRON AG,FRA,Business Equipment,France,,,
DAM.F,DATA MODUL Aktiengesellschaft, Produktion und Vertrieb von elektronischen Systemen,FRA,Diversified Electronics,France,,,
DLT.PA,Dalet S.A.,PAR,Technical & System Software,France,,,
D6H.F,DATAGROUP SE,FRA,Information Technology Services,France,,,
DAP.F,Danaher Corporation,FRA,Diversified Machinery,France,,,
4DS.F,Daldrup & Söhne Aktiengesellschaft,FRA,Oil & Gas Drilling & Exploration,France,,,
DBT.PA,Encres Dubuit,PAR,Specialty Chemicals,France,,,
DBG.PA,Derichebourg,PAR,Waste Management,France,,,
DBAN.F,Deutsche Beteiligungs AG,FRA,Asset Management,France,,,
DBK.F,Deutsche Bank Aktiengesellschaft,FRA,Money Center Banks,France,,,
DCO.F,Deere & Company,FRA,Farm & Construction Machinery,France,,,
DTE.F,Deutsche Telekom AG,FRA,Wireless Communications,France,,,
DPW.F,Deutsche Post AG,FRA,Air Delivery & Freight Services,France,,,
DEZ.F,DEUTZ Aktiengesellschaft,FRA,Diversified Machinery,France,,,
COM.PA,Constructions Industrielles de la Méditerranée,PAR,Waste Management,France,,,
93M.F,MPH Health Care AG,FRA,Drugs - Generic,France,,,
GFK.F,GfK SE,FRA,Business Services,France,,,
DRW8.F,Dragerwerk AG & Co. KGaA,FRA,Medical Appliances & Equipment,France,,,
MLMGL.PA,Magillem Design Services SA,PAR,Electronics Wholesale,France,,,
WUW.F,Wüstenrot & Württembergische AG,FRA,Money Center Banks,France,,,
ESY.F,EASY SOFTWARE AG,FRA,Business Services,France,,,
PGN.F,Paragon AG,FRA,Auto Parts,France,,,
MLMED.PA,Meubles Delias SA,PAR,Home Furnishings & Fixtures,France,,,
MDG1.F,MediGene AG,FRA,Biotechnology,France,,,
S4A.F,SMT Scharf AG,FRA,Railroads,France,,,
MEO3.F,METRO AG,FRA,Specialty Retail, Other,France,,,
RHK.F,Rhön-Klinikum Aktiengesellschaft,FRA,Hospitals,France,,,
NTG.F,Nabaltec AG,FRA,Chemicals - Major Diversified,France,,,
DLTA.PA,Delta Plus Group,PAR,Textile - Apparel Clothing,France,,,
EKT.F,Energiekontor AG,FRA,Electric Utilities,France,,,
MBB.F,MBB SE,FRA,Asset Management,France,,,
EDL.F,Edel AG,FRA,Recreational Goods, Other,France,,,
MAK.F,Maternus-Kliniken Aktiengesellschaft,FRA,Hospitals,France,,,
FRS.F,FORIS AG,FRA,Business Services,France,,,
TGT.F,11 88 0 Solutions AG,FRA,Wireless Communications,France,,,
MUX.F,mutares AG,FRA,Asset Management,France,,,
MRK.F,Merck Kommanditgesellschaft auf Aktien,FRA,Drugs - Generic,France,,,
EV4.F,Constantin Medien AG,FRA,Broadcasting - TV,France,,,
MLEDR.PA,Compagnie Des Eaux De Royan,PAR,Water Utilities,France,,,
SIS.F,First Sensor AG,FRA,Semiconductor Equipment & Materials,France,,,
UTDI.F,United Internet AG,FRA,Wireless Communications,France,,,
FPE.F,Fuchs Petrolub SE,FRA,Chemicals - Major Diversified,France,,,
DGE.PA,Diageo plc,PAR,Beverages - Wineries & Distillers,France,,,
DGR.F,Deutsche Grundstücksauktionen AG,FRA,Property Management,France,,,
DLG.F,Dialog Semiconductor Plc,FRA,Semiconductor - Broad Line,France,,,
MLDIG.PA,Digitech,PAR,Technical & System Software,France,,,
DIE.F,Dierig Holding AG,FRA,Textile Industrial,France,,,
DIG.PA,Digigram S.A.,PAR,Diversified Electronics,France,,,
DIS.F,Diskus Werke AG,FRA,Diversified Machinery,France,,,
LDB.F,H. Lundbeck A/S,FRA,Drugs - Generic,France,,,
GIL.F,DMG Mori Aktiengesellschaft,FRA,Machine Tools & Accessories,France,,,
DNQA.F,Statoil ASA,FRA,Major Integrated Oil & Gas,France,,,
NK1A.F,DNO ASA,FRA,Independent Oil & Gas,France,,,
DNX.PA,DNXCorp SE,PAR,Specialty Retail, Other,France,,,
DPAM.PA,Docks des PÃ©troles d'AmbÃ¨s SA,PAR,Oil & Gas Refining & Marketing,France,,,
DPWA.F,Deutsche Post AG,FRA,Air Delivery & Freight Services,France,,,
DRI.F,Drillisch Aktiengesellschaft,FRA,Wireless Communications,France,,,
DRW3.F,Dragerwerk AG & Co. KGaA,FRA,Medical Appliances & Equipment,France,,,
RHO5.F,Roche Holding AG,FRA,Biotechnology,France,,,
DR0.F,Deutsche Rohstoff AG,FRA,Industrial Metals & Minerals,France,,,
EFF.F,Deutsche Effecten- und Wechsel-Beteiligungsgesellschaft AG,FRA,Asset Management,France,,,
O2D.F,Telefónica Deutschland Holding AG,FRA,Wireless Communications,France,,,
DUE.F,Dürr Aktiengesellschaft,FRA,Diversified Machinery,France,,,
PVL.PA,Plastiques du Val de Loire,PAR,Rubber & Plastics,France,,,
R6C.F,Royal Dutch Shell plc,FRA,Major Integrated Oil & Gas,France,,,
FCMC.PA,Société Fermière du Casino Municipal de Cannes,PAR,Lodging,France,,,
PDA.F,PRO DV AG,FRA,Business Services,France,,,
DWD.F,Morgan Stanley,FRA,Investment Brokerage - National,France,,,
MLDYN.PA,Dynafond SA,PAR,Auto Parts,France,,,
ND3.F,Northern Dynasty Minerals Ltd.,FRA,Industrial Metals & Minerals,France,,,
MLDYX.PA,Dynex Energy S.A.,PAR,Independent Oil & Gas,France,,,
MLEAS.PA,Easson Telecom Limited,PAR,Wireless Communications,France,,,
EBA.F,eBay Inc.,FRA,Specialty Retail, Other,France,,,
ECASA.PA,ECA SA,PAR,Diversified Machinery,France,,,
ECX.F,Epigenomics AG,FRA,Biotechnology,France,,,
E4C.F,ecotel communication ag,FRA,Wireless Communications,France,,,
EC.PA,Total Gabon,PAR,Independent Oil & Gas,France,,,
ED4.F,EDAG Engineering Group AG,FRA,Industrial Metals & Minerals,France,,,
E2F.F,Electricité de France S.A.,FRA,Diversified Utilities,France,,,
GID.PA,Egide S.A.,PAR,Electronic Equipment,France,,,
H5E.F,HELMA Eigenheimbau Aktiengesellschaft,FRA,Residential Construction,France,,,
EIFF.PA,Société de la Tour Eiffel,PAR,REIT - Office,France,,,
ELEC.PA,Électricite de Strasbourg Société Anonyme,PAR,Electric Utilities,France,,,
ELE.PA,Euler Hermes Group SA,PAR,Property & Casualty Insurance,France,,,
GNE.PA,General Electric Company,PAR,Diversified Machinery,France,,,
LPK.F,LPKF Laser & Electronics Aktiengesellschaft,FRA,Diversified Machinery,France,,,
GEC.DE,General Electric Company,FRA,Diversified Machinery,France,,,
SCE.F,Schweizer Electronic AG,FRA,Electronic Equipment,France,,,
GEC.F,General Electric Company,FRA,Diversified Machinery,France,,,
SND.F,Schneider Electric S.E.,FRA,Diversified Machinery,France,,,
TONN.PA,Tonna Electronique SA,PAR,Communication Equipment,France,,,
E2F.DE,Electricité de France S.A.,FRA,Diversified Utilities,France,,,
E8X.F,elexxion AG,FRA,Medical Appliances & Equipment,France,,,
LLY.F,Eli Lilly and Company,FRA,Drug Manufacturers - Major,France,,,
ELB.F,elumeo SE,FRA,Diversified Utilities,France,,,
ELG.F,ELMOS Semiconductor AG,FRA,Semiconductor Equipment & Materials,France,,,
SND.DE,Schneider Electric S.E.,FRA,Diversified Machinery,France,,,
EMG.PA,Euromedis Groupe,PAR,Medical Appliances & Equipment,France,,,
EMQ.F,emQtec AG,FRA,Rubber & Plastics,France,,,
SZ1.DE,SUEZ SA,FRA,Water Utilities,France,,,
SCHP.PA,Séché Environnement SA,PAR,Waste Management,France,,,
MLEES.PA,Energie Europe Service,PAR,Electric Utilities,France,,,
MCPHY.PA,McPhy Energy SA,PAR,Diversified Machinery,France,,,
ENX.PA,Euronext N.V.,PAR,Asset Management,France,,,
FOH.F,Fred. Olsen Energy ASA,FRA,Oil & Gas Drilling & Exploration,France,,,
MVV1.F,MVV Energie AG,FRA,Diversified Utilities,France,,,
EOSI.PA,EOS imaging SA,PAR,Medical Appliances & Equipment,France,,,
MLEMG.PA,Eon Motors Group SA,PAR,Auto Manufacturers - Major,France,,,
EOAN.F,E.ON SE,FRA,Diversified Utilities,France,,,
EXPL.PA,EPC Groupe,PAR,Chemicals - Major Diversified,France,,,
ERA.PA,ERAMET S.A.,PAR,Industrial Metals & Minerals,France,,,
ERCB.F,Telefonaktiebolaget LM Ericsson (publ),FRA,Communication Equipment,France,,,
ERO1.F,tmc Content Group AG,FRA,Entertainment - Diversified,France,,,
ERCG.F,Telefonaktiebolaget LM Ericsson (publ),FRA,Communication Equipment,France,,,
ERMK.F,DEAG Deutsche Entertainment Aktiengesellschaft,FRA,Entertainment - Diversified,France,,,
ESI.PA,ESI Group SA,PAR,Technical & System Software,France,,,
GTQ1.F,Siemens Gamesa Renewable Energy, S.A.,FRA,Diversified Machinery,France,,,
IBE1.F,Iberdrola, S.A.,FRA,Diversified Utilities,France,,,
GAN.F,Gas Natural SDG, S.A.,FRA,Gas Utilities,France,,,
TNE5.F,Telefónica, S.A.,FRA,Wireless Communications,France,,,
MLHIN.PA,Société Hôtelière et Immobilière de Nice S.A.,PAR,Lodging,France,,,
PAT.PA,Patrimoine et Commerce SA,PAR,Textile - Apparel Clothing,France,,,
MLCAC.PA,Lombard et Medot SA,PAR,Beverages - Brewers,France,,,
MLERO.PA,Euroland Corporate,PAR,Investment Brokerage - National,France,,,
EURS.PA,Foncière Euris SA,PAR,Property Management,France,,,
GET.PA,Groupe Eurotunnel SE,PAR,Heavy Construction,France,,,
RO5K.F,Ropal Europe AG,FRA,Chemicals - Major Diversified,France,,,
EUCA.F,euromicron AG,FRA,Information Technology Services,France,,,
DEQ.F,Deutsche Euroshop AG,FRA,REIT - Retail,France,,,
EUR.PA,Euro Ressources S.A.,PAR,Gold,France,,,
MLEVE.PA,Everset,PAR,Apparel Stores,France,,,
GLO.PA,GL Events,PAR,Business Services,France,,,
EVK.F,Evonik Industries AG,FRA,Specialty Chemicals,France,,,
METEX.PA,Metabolic Explorer S.A.,PAR,Chemicals - Major Diversified,France,,,
EXE.PA,Exel Industries Société Anonyme,PAR,Farm & Construction Machinery,France,,,
EXAC.PA,Exacompta Clairefontaine SA,PAR,Paper & Paper Products,France,,,
EX9.F,Exelixis, Inc.,FRA,Biotechnology,France,,,
MLHYE.PA,Hydro Exploitations SA,PAR,Electronics Wholesale,France,,,
NWT.F,Wells Fargo & Company,FRA,Money Center Banks,France,,,
FAM1.F,Deutsche Cannabis AG,FRA,Conglomerates,France,,,
FVI.F,Fair Value REIT-AG,FRA,REIT - Diversified,France,,,
FAUV.PA,Fauvet-Girel,PAR,Investment Brokerage - National,France,,,
MFC.PA,Maisons France Confort S.A.,PAR,Residential Construction,France,,,
MALT.PA,Malteries Franco-Belges Société Anonyme,PAR,Beverages - Brewers,France,,,
FED.PA,Giorgio Fedon & Figli Spa,PAR,Personal Products,France,,,
B7J.F,SRV Group Plc,FRA,General Contractors,France,,,
FIE.F,Fielmann AG,FRA,Specialty Retail, Other,France,,,
OUTA.F,Outokumpu Oyj,FRA,Steel & Iron,France,,,
ORIA.PA,Fiducial Real Estate,PAR,Real Estate Development,France,,,
ENUR.F,Stora Enso Oyj,FRA,Paper & Paper Products,France,,,
FLO.PA,Groupe Flo SA,PAR,Restaurants,France,,,
FMU.PA,Fonciere Des Murs,PAR,REIT - Hotel/Motel,France,,,
FMEA.F,Fresenius Medical Care AG & Co. KGAA,FRA,Hospitals,France,,,
FNTN.F,freenet AG,FRA,Wireless Communications,France,,,
LEBL.PA,Foncière 7 investissement Société Anonyme,PAR,Personal Products,France,,,
INEA.PA,Fonciere Inea S.A.,PAR,REIT - Office,France,,,
L1OA.F,Lloyd Fonds AG,FRA,Asset Management,France,,,
SPEL.PA,Foncière Volta,PAR,Property Management,France,,,
MLVIN.PA,Foncière Vindi SAS,PAR,Property Management,France,,,
FYB.F,Formycon AG,FRA,Biotechnology,France,,,
FPE3.F,Fuchs Petrolub SE,FRA,Chemicals - Major Diversified,France,,,
FPH.F,Francotyp-Postalia Holding AG,FRA,Business Services,France,,,
FPMB.F,Freeport-McMoRan Inc.,FRA,Copper,France,,,
THER.PA,Thermocompact SA,PAR,Diversified Machinery,France,,,
TFF.PA,TFF Group,PAR,Beverages - Brewers,France,,,
SOG.PA,Sogeclair SA,PAR,Business Software & Services,France,,,
SOFR.PA,Societe Francaise de Gestion et d'Investissement,PAR,Asset Management,France,,,
SO.PA,Somfy SA,PAR,Home Furnishings & Fixtures,France,,,
SFT.PA,Soft Computing,PAR,Internet Information Providers,France,,,
SFBS.PA,Sofibus Patrimoine S.A.,PAR,Real Estate Development,France,,,
SDG.PA,Synergie SE,PAR,Staffing & Outsourcing Services,France,,,
SCR.PA,SCOR SE,PAR,Property & Casualty Insurance,France,,,
SAMS.PA,Samse SA,PAR,Industrial Equipment Wholesale,France,,,
SABE.PA,Sabeton SA,PAR,Food - Major Diversified,France,,,
RIB.PA,Riber S.A.,PAR,Semiconductor Equipment & Materials,France,,,
RCF.PA,Teleperformance SE,PAR,Business Services,France,,,
PSB.PA,PSB Industries,PAR,Packaging & Containers,France,,,
MUN.PA,Micropole S.A.,PAR,Business Services,France,,,
MRM.PA,M.R.M. SA,PAR,REIT - Diversified,France,,,
MMB.PA,Lagardère SCA,PAR,Publishing - Newspapers,France,,,
MLVST.PA,Televista SA,PAR,Broadcasting - TV,France,,,
MLTRO.PA,TROC DE L'ILE SA,PAR,Specialty Retail, Other,France,,,
MLPOL.PA,Pol-Roger (Champagne),PAR,Beverages - Wineries & Distillers,France,,,
MLPFX.PA,Parfex SA,PAR,Specialty Chemicals,France,,,
MLLEA.PA,Leaderlease,PAR,Rental & Leasing Services,France,,,
MLIML.PA,ImAlliance SA,PAR,Entertainment - Diversified,France,,,
MLIDS.PA,IDS France SAS,PAR,Technical & System Software,France,,,
MLGEO.PA,GEOREX S.A.,PAR,Independent Oil & Gas,France,,,
LSS.PA,Lectra SA,PAR,Technical & System Software,France,,,
LR.PA,Legrand SA,PAR,Diversified Machinery,France,,,
LPE.PA,Groupe Laurent-Perrier,PAR,Beverages - Brewers,France,,,
LD.PA,Locindus SA,PAR,Mortgage Investment,France,,,
LAF.PA,Lafuma SA,PAR,Textile - Apparel Clothing,France,,,
ITS.PA,ITS Group,PAR,Information Technology Services,France,,,
ITP.PA,InterParfums SA,PAR,Personal Products,France,,,
INSD.PA,Inside Secure SA,PAR,Business Software & Services,France,,,
INN.PA,Innelec Multimédia SA,PAR,Computers Wholesale,France,,,
ING.PA,Ingenico Group - GCS,PAR,Business Services,France,,,
IDIP.PA,Groupe IDI,PAR,Asset Management,France,,,
HF.PA,HF Company Société Anonyme,PAR,Communication Equipment,France,,,
GOE.PA,Groupe Gorgé SA,PAR,Scientific & Technical Instruments,France,,,
GECP.PA,GECI International S.A.,PAR,Aerospace/Defense - Major Diversified,France,,,
GDMS.PA,Les Grands Moulins De Strasbourg,PAR,Farm Products,France,,,
GAM.PA,Gaumont SA,PAR,Entertainment - Diversified,France,,,
COUR.PA,Courtois SA,PAR,Property Management,France,,,
COH.PA,Coheris SA,PAR,Technical & System Software,France,,,
MLLOI.PA,Locasystem International SA,PAR,Information Technology Services,France,,,
MLCOU.PA,Courbet Sa,PAR,Asset Management,France,,,
SGE.DE,Societe Generale Group,FRA,Money Center Banks,France,,,
MLUSG.PA,Universal System Group,PAR,General Building Materials,France,,,
COFA.PA,Coface SA,PAR,Property & Casualty Insurance,France,,,
GENX.PA,Generix SA,PAR,Business Software & Services,France,,,
MLLED.PA,Novaday S.A.,PAR,Diversified Electronics,France,,,
INF.PA,Infotel SA,PAR,Information Technology Services,France,,,
CAR.F,Carrefour SA,FRA,Grocery Stores,France,,,
LAN.PA,Lanson-BCC,PAR,Beverages - Brewers,France,,,
MLSAT.PA,Infosat Telecom SA,PAR,Wireless Communications,France,,,
RNL.DE,Renault SA,FRA,Auto Manufacturers - Major,France,,,
SK.PA,SEB SA,PAR,Personal Products,France,,,
MLSRP.PA,Speed Rabbit Pizza,PAR,Food Wholesale,France,,,
MCH.F,Compagnie Générale des Etablissements Michelin,FRA,Rubber & Plastics,France,,,
MLARI.PA,Silkan RT SA,PAR,Computers Wholesale,France,,,
MLAUD.PA,Audience Labs,PAR,Marketing Services,France,,,
UNBL.PA,Unibel S.A.,PAR,Food - Major Diversified,France,,,
NRG.PA,NRJ Group SA,PAR,Broadcasting - Radio,France,,,
SPIE.PA,SPIE SAS,PAR,General Contractors,France,,,
MKEA.PA,Mauna Kea Technologies SA,PAR,Medical Appliances & Equipment,France,,,
TXCL.PA,TxCell S.A.,PAR,Biotechnology,France,,,
LNA.PA,Le Noble Age S.A.,PAR,Long-Term Care Facilities,France,,,
PHA.PA,Pharmagest Interactive SA,PAR,Technical & System Software,France,,,
MLPLC.PA,Placoplatre SA,PAR,General Building Materials,France,,,
VLTSA.PA,Voltalia SA,PAR,Electric Utilities,France,,,
GZF.F,ENGIE SA,FRA,Diversified Utilities,France,,,
RUI.PA,Rubis,PAR,Gas Utilities,France,,,
MEMS.PA,MEMSCAP, S.A.,PAR,Semiconductor Equipment & Materials,France,,,
GRVO.PA,Graines Voltz,PAR,Agricultural Chemicals,France,,,
MLMII.PA,Maison Internationale de l'Informatique S.A.S.,PAR,Information Technology Services,France,,,
MLPAC.PA,Pacte Novation,PAR,Technical & System Software,France,,,
KORI.PA,Korian,PAR,Hospitals,France,,,
TVLY.PA,Tivoly S.A.,PAR,Diversified Machinery,France,,,
MCH.DE,Compagnie Générale des Etablissements Michelin,FRA,Rubber & Plastics,France,,,
FTE.DE,Orange S.A.,FRA,Wireless Communications,France,,,
RBT.PA,Robertet SA,PAR,Chemicals - Major Diversified,France,,,
UBL.F,Unibail-Rodamco SE,FRA,REIT - Retail,France,,,
UBL.DE,Unibail-Rodamco SE,FRA,REIT - Retail,France,,,
MLSBT.PA,Scientific Brain Training SA,PAR,Healthcare Information Services,France,,,
MLNEO.PA,Néocom Multimédia SA,PAR,Internet Information Providers,France,,,
PCA.PA,PCAS SA,PAR,Chemicals - Major Diversified,France,,,
PREC.PA,Precia SA,PAR,Electronic Equipment,France,,,
RNL.F,Renault SA,FRA,Auto Manufacturers - Major,France,,,
MLTEK.PA,Technoflex S.A.,PAR,Rubber & Plastics,France,,,
POM.PA,Compagnie Plastic Omnium SA,PAR,Auto Parts,France,,,
IDL.PA,ID Logistics Group SA,PAR,Business Services,France,,,
LAT.PA,LatÃ©coÃ¨re S.A.,PAR,Aerospace/Defense - Major Diversified,France,,,
FTE.F,Orange S.A.,FRA,Wireless Communications,France,,,
PAR.PA,Paref SA,PAR,REIT - Diversified,France,,,
PGP.PA,The Procter & Gamble Company,PAR,Personal Products,France,,,
HBC1.F,HSBC Holdings plc,FRA,Money Center Banks,France,,,
GS7.F,GlaxoSmithKline plc,FRA,Drug Manufacturers - Major,France,,,
SSUN.F,Samsung Electronics Co., Ltd.,FRA,Electronic Equipment,France,,,
HYU.F,Hyundai Motor Company,FRA,Auto Manufacturers - Major,France,,,
GRM.F,General Mills, Inc.,FRA,Food - Major Diversified,France,,,
GXI.F,Gerresheimer AG,FRA,Medical Instruments & Supplies,France,,,
GSJ.F,German Startups Group Berlin GmbH & Co. KGaA,FRA,Asset Management,France,,,
G1A.F,GEA Group Aktiengesellschaft,FRA,Diversified Machinery,France,,,
GHH.F,Geox S.p.A.,FRA,Textile - Apparel Footwear & Accessories,France,,,
SGE.F,Societe Generale Group,FRA,Money Center Banks,France,,,
GSC1.F,Gesco AG,FRA,Diversified Machinery,France,,,
GFIN.F,Georg Fischer AG,FRA,Diversified Machinery,France,,,
GME.F,Geratherm Medical AG,FRA,Medical Appliances & Equipment,France,,,
GWI1.F,Gerry Weber International AG,FRA,Textile - Apparel Clothing,France,,,
GFT.F,GFT Technologies SE,FRA,Information Technology Services,France,,,
GIRO.PA,Signaux Girod S.A.,PAR,Diversified Machinery,France,,,
GIN.F,Givaudan SA,FRA,Specialty Chemicals,France,,,
GIS.F,Gilead Sciences, Inc.,FRA,Biotechnology,France,,,
GKS.F,GK Software AG,FRA,Technical & System Software,France,,,
GLJ.F,Grenke AG,FRA,Asset Management,France,,,
GLW.F,Corning Incorporated,FRA,Diversified Electronics,France,,,
GMM.F,Grammer Aktiengesellschaft,FRA,Auto Parts,France,,,
KIN2.F,Kinross Gold Corporation,FRA,Gold,France,,,
GO5.F,Goldcorp Inc.,FRA,Gold,France,,,
G6P.F,Going Public Media AG,FRA,Publishing - Newspapers,France,,,
GOS.F,The Goldman Sachs Group, Inc.,FRA,Investment Brokerage - National,France,,,
N4G.F,The Naga Group AG,FRA,Gaming Activities,France,,,
HAL.F,Halliburton Company,FRA,Oil & Gas Equipment & Services,France,,,
HAW.F,Hawesko Holding Aktiengesellschaft,FRA,Beverages - Wineries & Distillers,France,,,
MLUMH.PA,Union Metallurgique de la Haute-Seine S.A.,PAR,Machine Tools & Accessories,France,,,
H9Y.F,HanseYachts AG,FRA,Recreational Vehicles,France,,,
PND.F,Marine Harvest ASA,FRA,Farm Products,France,,,
HAB.F,Hamborner REIT AG,FRA,REIT - Diversified,France,,,
HCO.PA,High Co. SA,PAR,Advertising Agencies,France,,,
HCL.F,Hecla Mining Company,FRA,Silver,France,,,
HNK1.F,Heineken N.V.,FRA,Beverages - Brewers,France,,,
HEN.F,Henkel AG & Co. KGaA,FRA,Personal Products,France,,,
HEZ.F,Pelikan Aktiengesellschaft,FRA,Paper & Paper Products,France,,,
HMSB.F,H & M Hennes & Mauritz AB (publ),FRA,Textile - Apparel Clothing,France,,,
HG1.F,HOMAG Group AG,FRA,Diversified Machinery,France,,,
HHFA.F,Hamburger Hafen und Logistik Aktiengesellschaft,FRA,Shipping,France,,,
MLION.PA,Lionax International Investment Holdings Limited,PAR,Auto Parts,France,,,
LHL.F,Lenovo Group Limited,FRA,Computer Based Systems,France,,,
MLTMT.PA,China Treasure Mine Technology Holdings Co., Ltd.,PAR,Wireless Communications,France,,,
SLW.F,Swiss Life Holding AG,FRA,Property & Casualty Insurance,France,,,
TTI.F,Tom Tailor Holding AG,FRA,Apparel Stores,France,,,
PHBN.F,Sonova Holding AG,FRA,Medical Appliances & Equipment,France,,,
VTLN.F,Vontobel Holding AG,FRA,Asset Management,France,,,
HLBN.F,LafargeHolcim Ltd,FRA,General Building Materials,France,,,
MUB.F,Mühlbauer Holding AG & Co. Kommanditgesellschaft auf Aktien,FRA,Computer Based Systems,France,,,
HP3.F,Ringmetall AG,FRA,Asset Management,France,,,
HYQ.F,Hypoport AG,FRA,Internet Information Providers,France,,,
NOH1.F,Norsk Hydro ASA,FRA,Aluminum,France,,,
IAM.PA,Itissalat Al-Maghrib (IAM) S.A.,PAR,Wireless Communications,France,,,
IBM.F,International Business Machines Corporation,FRA,Information Technology Services,France,,,
IC8.F,InCity Immobilien AG,FRA,Property Management,France,,,
IES.F,Intesa Sanpaolo S.p.A.,FRA,Money Center Banks,France,,,
IS8.F,Ifa Systems Ag,FRA,Healthcare Information Services,France,,,
P1Z.F,Patrizia Immobilien AG,FRA,Real Estate Development,France,,,
TEG.F,TAG Immobilien AG,FRA,Real Estate Development,France,,,
SSI.PA,SuperSonic Imagine SA,PAR,Medical Laboratories & Research,France,,,
MLIPY.PA,Ipernity Org, S.A.S,PAR,Internet Information Providers,France,,,
I8R.F,iRobot Corporation,FRA,Electronic Equipment,France,,,
ISH2.F,INTERSHOP Communications Aktiengesellschaft,FRA,Technical & System Software,France,,,
IS7.F,InTiCa Systems AG,FRA,Diversified Electronics,France,,,
ISR.F,Isra Vision AG,FRA,Technical & System Software,France,,,
ENL.F,Enel SpA,FRA,Diversified Utilities,France,,,
TQIR.F,Telecom Italia S.p.A.,FRA,Wireless Communications,France,,,
MDS.F,Mediaset S.p.A.,FRA,Broadcasting - TV,France,,,
I7N.F,ItN Nanovation AG,FRA,Diversified Machinery,France,,,
ENI.F,Eni S.p.A.,FRA,Major Integrated Oil & Gas,France,,,
TQI.F,Telecom Italia S.p.A.,FRA,Wireless Communications,France,,,
ITN.F,Intertainment AG,FRA,Entertainment - Diversified,France,,,
ITL.PA,IT Link SA,PAR,Information Technology Services,France,,,
IVX.F,InVision Aktiengesellschaft,FRA,Business Software & Services,France,,,
IVU.F,IVU Traffic Technologies AG,FRA,Technical & System Software,France,,,
IXX.F,init innovation in traffic systems SE,FRA,Information Technology Services,France,,,
A8A.F,JDC Group AG,FRA,Asset Management,France,,,
JEN.F,Jenoptik AG,FRA,Diversified Electronics,France,,,
S7E.F,Shire plc,FRA,Biotechnology,France,,,
JFB.F,Joh. Friedrich Behrens AG,FRA,Machine Tools & Accessories,France,,,
JNJ.DE,Johnson & Johnson,FRA,Drug Manufacturers - Major,France,,,
SON1.F,Sony Corporation,FRA,Electronic Equipment,France,,,
NTO.F,Nintendo Co., Ltd.,FRA,Multimedia & Graphics Software,France,,,
JUN3.F,Jungheinrich Aktiengesellschaft,FRA,Diversified Machinery,France,,,
